160,162,6223,RPS19,ribosomal protein S19,206,RNA binding|structural constituent of ribosome|protein homodimerization activity,congenital dyserythropoietic anemia|anemia|macrocytic anemia|sick sinus syndrome|colon cancer|colonic benign neoplasm|large intestine cancer|cleft lip|isolated cleft palate|cleft palate|placental insufficiency|congestive heart failure|atrial heart septal defect 1|atrial heart septal defect 2|atrial heart septal defect 3|atrial heart septal defect 4|atrial heart septal defect 5|atrial heart septal defect 6|atrial heart septal defect 7|atrial heart septal defect 8,ppi
161,163,6187,RPS2,ribosomal protein S2,312,RNA binding|mRNA binding|structural constituent of ribosome|cadherin binding,,ppi
162,164,6224,RPS20,ribosomal protein S20,176,RNA binding|structural constituent of ribosome,,ppi
163,166,8419,BFSP2,beaded filament structural protein 2,18,structural constituent of cytoskeleton,cataract 32 multiple types|cataract 8 multiple types|cataract 6 multiple types|cataract 34 multiple types|cataract 1 multiple types|cataract 29|cataract 27|cataract 4 multiple types|cataract 2 multiple types|cataract 39 multiple types|cataract 42|cataract 18|cataract 12 multiple types|cataract 20 multiple types|cataract 41|cataract 13 with adult i phenotype|cataract 46 juvenile-onset|cataract 38|cataract 26 multiple types|cataract 30,ppi
164,167,6228,RPS23,ribosomal protein S23,190,RNA binding|structural constituent of ribosome,,ppi
165,168,6229,RPS24,ribosomal protein S24,182,RNA binding|structural constituent of ribosome|translation initiation factor binding,anemia|macrocytic anemia|sick sinus syndrome|isolated cleft palate|cleft palate|migraine|Diamond-Blackfan anemia|congenital hypoplastic anemia,ppi
166,169,6230,RPS25,ribosomal protein S25,229,RNA binding,,ppi
167,170,6231,RPS26,ribosomal protein S26,159,RNA binding|mRNA binding|cadherin binding|structural constituent of ribosome,anemia|macrocytic anemia|sick sinus syndrome|isolated cleft palate|cleft palate|stomach cancer|migraine|Diamond-Blackfan anemia|congenital hypoplastic anemia,ppi
168,171,6232,RPS27,ribosomal protein S27,179,DNA binding|RNA binding|zinc ion binding|structural constituent of ribosome,,ppi
169,172,6233,RPS27A,ribosomal protein S27a,173,RNA binding|structural constituent of ribosome|ubiquitin protein ligase binding|protein tag,,ppi
170,173,6234,RPS28,ribosomal protein S28,122,RNA binding|structural constituent of ribosome,anemia|macrocytic anemia|sick sinus syndrome|isolated cleft palate|cleft palate|migraine|congenital diaphragmatic hernia|Diamond-Blackfan anemia|congenital hypoplastic anemia,ppi
171,174,6235,RPS29,ribosomal protein S29,96,structural constituent of ribosome|zinc ion binding,anemia|macrocytic anemia|sick sinus syndrome|isolated cleft palate|cleft palate|normocytic anemia|migraine|Diamond-Blackfan anemia|congenital hypoplastic anemia,ppi
172,175,6188,RPS3,ribosomal protein S3,302,DNA binding|damaged DNA binding|RNA binding|mRNA binding|structural constituent of ribosome|DNA-(apurinic or apyrimidinic site) endonuclease activity|endodeoxyribonuclease activity|microtubule binding|tubulin binding|Hsp70 protein binding|oxidized purine DNA binding|oxidized pyrimidine DNA binding|protein-containing complex binding|iron-sulfur cluster binding|Hsp90 protein binding|small ribosomal subunit rRNA binding|supercoiled DNA binding|DNA N-glycosylase activity|RNA polymerase II regulatory region sequence-specific DNA binding|oxidized purine nucleobase lesion DNA N-glycosylase activity,melanoma|skin melanoma,ppi
173,176,6189,RPS3A,ribosomal protein S3A,285,RNA binding|mRNA 5'-UTR binding,,ppi
174,177,6191,RPS4X,ribosomal protein S4; X-linked,249,RNA binding|structural constituent of ribosome,breast cancer,ppi
175,178,6192,RPS4Y1,ribosomal protein S4; Y-linked 1,13,RNA binding|structural constituent of ribosome,,ppi
176,179,6193,RPS5,ribosomal protein S5,202,RNA binding|mRNA binding|structural constituent of ribosome|rRNA binding,,ppi
177,180,6194,RPS6,ribosomal protein S6,249,RNA binding,stomach cancer|breast cancer|liver cancer|hepatocellular carcinoma,ppi
178,181,632,BGLAP,bone gamma-carboxyglutamate protein,6,structural molecule activity|structural constituent of bone|hydroxyapatite binding|calcium ion binding,asthma|intrinsic asthma|allergic asthma|calcium metabolism disease|nephrocalcinosis|calcinosis|heart valve disease|prostate cancer|prostate carcinoma,ppi
179,182,6195,RPS6KA1,ribosomal protein S6 kinase A1,236,protein serine/threonine kinase activity|protein serine/threonine/tyrosine kinase activity|kinase activity|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|ribosomal protein S6 kinase activity,Sezary's disease,ppi
180,183,6196,RPS6KA2,ribosomal protein S6 kinase A2,38,protein serine/threonine kinase activity|protein serine/threonine/tyrosine kinase activity|kinase activity|ribosomal protein S6 kinase activity,,ppi
181,184,6197,RPS6KA3,ribosomal protein S6 kinase A3,72,protein kinase activity|protein serine/threonine kinase activity|kinase activity|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|ribosomal protein S6 kinase activity,Hailey-Hailey disease|lethal restrictive dermopathy|mal de Meleda|Rothmund-Thomson syndrome|cutis laxa|epilepsy|clubfoot|sensorineural hearing loss|inguinal hernia|tooth agenesis|anodontia|intellectual disability|learning disability|mitral valve insufficiency|mitral valve prolapse|rectal prolapse|visual epilepsy|speech disorder|Coffin-Lowry syndrome|non-syndromic X-linked intellectual disability,ppi
182,185,8986,RPS6KA4,ribosomal protein S6 kinase A4,21,protein serine/threonine kinase activity|ribosomal protein S6 kinase activity|ATP binding,,ppi
183,186,9252,RPS6KA5,ribosomal protein S6 kinase A5,68,protein kinase activity|protein serine/threonine kinase activity|ATP binding,cocaine abuse|cocaine dependence,ppi
184,187,27330,RPS6KA6,ribosomal protein S6 kinase A6,37,protein kinase activity|kinase activity|ribosomal protein S6 kinase activity,,ppi
185,188,6198,RPS6KB1,ribosomal protein S6 kinase B1,81,protein kinase activity|protein serine/threonine/tyrosine kinase activity|kinase activity|protein serine/threonine kinase activity|ribosomal protein S6 kinase activity,hypertension|essential hypertension|neuronal ceroid lipofuscinosis 1,ppi
186,189,6199,RPS6KB2,ribosomal protein S6 kinase B2,198,protein kinase activity|protein serine/threonine kinase activity|ribosomal protein S6 kinase activity,breast cancer,ppi
187,190,26750,RPS6KC1,ribosomal protein S6 kinase C1,9,,,ppi
188,191,633,BGN,biglycan,21,extracellular matrix structural constituent|extracellular matrix structural constituent conferring compression resistance,rheumatoid arthritis,ppi
189,192,6201,RPS7,ribosomal protein S7,203,RNA binding|mRNA 3'-UTR binding|mRNA 5'-UTR binding|ubiquitin ligase inhibitor activity,anemia|macrocytic anemia|sick sinus syndrome|isolated cleft palate|cleft palate|migraine|Diamond-Blackfan anemia|congenital hypoplastic anemia|breast cancer,ppi
190,193,6202,RPS8,ribosomal protein S8,314,RNA binding|structural constituent of ribosome,Parkinson's disease|breast cancer,ppi
191,194,6203,RPS9,ribosomal protein S9,213,RNA binding|translation regulator activity|rRNA binding|structural constituent of ribosome,,ppi
192,195,9125,CNOT9,CCR4-NOT transcription complex subunit 9,45,protein homodimerization activity,,ppi
193,196,6236,RRAD,RRAD; Ras related glycolysis inhibitor and calcium channel regulator,16,GTP binding,lung cancer|non-small cell lung carcinoma|breast cancer,ppi
194,197,6237,RRAS,related RAS viral (r-ras) oncogene homolog,40,GTPase activity|GDP binding|protein-containing complex binding,prostate cancer|prostate carcinoma|juvenile myelomonocytic leukemia,ppi
195,198,6238,RRBP1,ribosome binding protein 1,56,RNA binding|signaling receptor activity,,ppi
196,199,6239,RREB1,ras responsive element binding protein 1,17,RNA polymerase II regulatory region sequence-specific DNA binding|RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription activator activity; RNA polymerase II-specific|DNA-binding transcription factor activity,ptosis|congenital ptosis|isolated cleft palate|cleft palate|constipation|dental caries|DiGeorge syndrome|velocardiofacial syndrome|atrial heart septal defect 1|atrial heart septal defect 2|atrial heart septal defect 3|atrial heart septal defect 4|atrial heart septal defect 5|atrial heart septal defect 6|atrial heart septal defect 7|atrial heart septal defect 8|atrial heart septal defect 9|patent foramen ovale|atrial heart septal defect|ventricular septal defect,ppi
197,200,10692,RRH,retinal pigment epithelium-derived rhodopsin homolog,1,G-protein coupled receptor activity|G-protein coupled photoreceptor activity,,ppi
198,201,6240,RRM1,ribonucleotide reductase catalytic subunit M1,46,ribonucleoside-diphosphate reductase activity; thioredoxin disulfide as acceptor,lung cancer|non-small cell lung carcinoma|adrenal cortex cancer|adrenocortical carcinoma|adrenal carcinoma|liver cancer|hepatocellular carcinoma,ppi
199,202,6241,RRM2,ribonucleotide reductase regulatory subunit M2,41,ribonucleoside-diphosphate reductase activity; thioredoxin disulfide as acceptor,large intestine cancer|colorectal cancer|polycystic ovary syndrome|liver cancer|hepatocellular carcinoma,ppi
200,203,6247,RS1,retinoschisin 1,5,phosphatidylserine binding,glaucoma|hyperopia|retinal degeneration|retinal detachment|cataract|retinoschisis|peripheral retinal degeneration|X-linked juvenile retinoschisis 1,ppi
201,204,6248,RSC1A1,regulator of solute carriers 1,3,sodium channel inhibitor activity,,ppi
202,205,8553,BHLHE40,basic helix-loop-helix family member e40,78,DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription repressor activity; RNA polymerase II-specific|RNA polymerase II activating transcription factor binding|obsolete transcriptional repressor activity; RNA polymerase II transcription factor binding|DNA-binding transcription factor activity|transcription factor activity; RNA polymerase II distal enhancer sequence-specific binding|transcription corepressor activity|protein homodimerization activity|MRF binding|E-box binding|RNA polymerase II regulatory region sequence-specific DNA binding|transcription factor binding|sequence-specific DNA binding|sequence-specific double-stranded DNA binding,bipolar disorder|glioblastoma multiforme|giant cell glioblastoma|schizophrenia|coronary artery disease,ppi
203,206,6249,CLIP1,CAP-Gly domain containing linker protein 1,39,microtubule binding|zinc ion binding|tubulin binding|protein homodimerization activity|metal ion binding|microtubule plus-end binding,,ppi
204,207,6251,RSU1,Ras suppressor protein 1,32,,osteoporosis,ppi
205,208,6242,RTKN,rhotekin,15,GTPase inhibitor activity|GTP-Rho binding,,ppi
206,209,6252,RTN1,reticulon 1,29,,coronary artery disease,ppi
207,210,6253,RTN2,reticulon 2,17,,paraplegia|hereditary spastic paraplegia 12,ppi
208,211,10313,RTN3,reticulon 3,29,,,ppi
209,212,635,BHMT,betaine--homocysteine S-methyltransferase,10,zinc ion binding|betaine-homocysteine S-methyltransferase activity,alcohol dependence|alcohol abuse|diabetes mellitus|type 2 diabetes mellitus|iron metabolism disease|hemochromatosis|Wilson disease|Langerhans-cell histiocytosis|lymphosarcoma|lymphoma|reticulosarcoma|non-Hodgkin lymphoma|B-cell lymphoma,ppi
210,213,861,RUNX1,runt related transcription factor 1,84,RNA polymerase II regulatory region sequence-specific DNA binding|RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription activator activity; RNA polymerase II-specific|transcription regulatory region DNA binding,rheumatoid arthritis|glioblastoma multiforme|giant cell glioblastoma|acute monocytic leukemia|acute myeloid leukemia|chronic myeloid leukemia|lymphosarcoma|lymphoma|central nervous system lymphoma|myeloproliferative neoplasm|bone marrow cancer|neuroblastoma|prostate cancer|prostate carcinoma|thrombocytopenia|juvenile myelomonocytic leukemia|thrombocytosis|acute lymphocytic leukemia|essential thrombocythemia|myelodysplastic syndrome,ppi
211,214,860,RUNX2,runt related transcription factor 2,58,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription factor activity,psoriatic arthritis|rheumatoid arthritis|isolated cleft palate|cleft palate|humeroradial synostosis|cleidocranial dysplasia|radioulnar synostosis|sensorineural hearing loss|dental caries|dental enamel hypoplasia|arthropathy|arthritis|osteochondrodysplasia|multiple epiphyseal dysplasia|mucopolysaccharidosis IV|osteoporosis|osteosarcoma|bone osteosarcoma|osteopetrosis|osteosclerosis,ppi
212,215,864,RUNX3,runt related transcription factor 3,30,RNA polymerase II regulatory region sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription factor activity|ATP binding,adenocarcinoma|granular cell carcinoma|tubular adenocarcinoma|cribriform carcinoma|adenoma|celiac disease|esophageal cancer|glioblastoma multiforme|giant cell glioblastoma|acute myeloid leukemia|lung benign neoplasm|polycystic ovary syndrome|pustulosis of palm and sole|psoriasis|parapsoriasis|ankylosing spondylitis|stomach cancer,ppi
213,216,8607,RUVBL1,RuvB like AAA ATPase 1,270,DNA helicase activity|transcription coactivator activity|ATPase activity|TBP-class protein binding|cadherin binding|ATP-dependent DNA helicase activity,,ppi
214,217,10856,RUVBL2,RuvB like AAA ATPase 2,291,RNA polymerase II core promoter sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|DNA helicase activity|transcription corepressor activity|ATP-dependent DNA helicase activity|beta-catenin binding|TBP-class protein binding|chromatin DNA binding|identical protein binding|unfolded protein binding|ATPase activity,,ppi
215,218,6256,RXRA,retinoid X receptor alpha,132,RNA polymerase II regulatory region sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|retinoic acid binding|DNA binding|double-stranded DNA binding|DNA-binding transcription factor activity|retinoic acid receptor activity|transcription coactivator activity|nuclear receptor activity|zinc ion binding|peptide binding|sequence-specific DNA binding|retinoic acid-responsive element binding|protein heterodimerization activity|DBD domain binding|LBD domain binding|transcription regulatory region DNA binding|vitamin D response element binding,prostate cancer|prostate carcinoma|thyroid cancer|thyroid adenoma|thyroid carcinoma|sciatic neuropathy|lesion of sciatic nerve|malignant mesothelioma|benign mesothelioma|amyotrophic lateral sclerosis type 1,ppi
216,219,6257,RXRB,retinoid X receptor beta,71,RNA polymerase II regulatory region sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription activator activity; RNA polymerase II-specific|DNA-binding transcription factor activity|transcription coactivator activity|nuclear receptor activity|9-cis retinoic acid receptor activity,stomach cancer|breast cancer,ppi
